movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
Million Dollar Baby ,2004,Clint Eastwood,Drama|Sport,132,30000000,100422786,English,USA,PG-13,Color,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,1106,8.1
The Notebook ,2004,Nick Cassavetes,Drama|Romance,123,29000000,64286,English,USA,PG-13,Color,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,1111,7.9
Without a Paddle ,2004,Steven Brill,Adventure|Comedy|Mystery,95,19000000,58156435,English,USA,PG-13,Color,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152,5.9
13 Going on 30 ,2004,Gary Winick,Comedy|Fantasy|Romance,98,37000000,56044241,English,USA,PG-13,Color,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,339,6.1
Little Black Book ,2004,Nick Hurran,Comedy|Drama|Romance,105,35000000,20422207,English,USA,PG-13,Color,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,116,5.2
Mr 3000 ,2004,Charles Stone III,Comedy|Drama|Romance|Sport,104,30000000,21800302,English,USA,PG-13,Color,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,5.5
The Whole Ten Yards ,2004,Howard Deutch,Comedy|Crime|Thriller,98,40000000,16323969,English,USA,PG-13,Color,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,112,5.5
Wicker Park ,2004,Paul McGuigan,Drama|Mystery|Romance|Thriller,114,30000000,12831121,English,USA,PG-13,Color,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,7
Godsend ,2004,Nick Hamm,Drama|Horror|Sci-Fi|Thriller,102,25000000,14334645,English,USA,PG-13,Color,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,191,4.8
Chasing Liberty ,2004,Andy Cadiff,Comedy|Romance,101,23000000,12189514,English,USA,PG-13,Color,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,6.1
The Merchant of Venice ,2004,Michael Radford,Drama|Romance,131,18000000,3752725,English,USA,R,Color,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,161,7.1
Seed of Chucky ,2004,Don Mancini,Comedy|Fantasy|Horror|Thriller,88,12000000,17016190,English,Romania,R,Color,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,4.9
Miracle ,2004,Gavin O'Connor,Biography|Drama|History|Sport,135,28000000,64371181,English,USA,PG,Color,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,7.5
Dawn of the Dead ,2004,Zack Snyder,Action|Horror|Thriller,110,26000000,58885635,English,USA,R,Color,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,7.4
Suspect Zero ,2004,E. Elias Merhige,Crime|Drama|Mystery|Thriller,99,27000000,8712564,English,USA,R,Color,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,139,5.9
Mindhunters ,2004,Renny Harlin,Crime|Horror|Mystery|Thriller,101,27000000,4476235,English,USA,R,Color,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,6.4
In Good Company ,2004,Paul Weitz,Comedy|Drama|Romance,109,26000000,45489752,English,USA,PG-13,Color,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,6.5
Agent Cody Banks 2: Destination London ,2004,Kevin Allen,Action|Adventure|Comedy|Family|Romance|Sci-Fi,100,26000000,23222861,English,USA,PG,Color,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,4.5
Welcome to Mooseport ,2004,Donald Petrie,Comedy|Romance,110,26000000,14469428,English,USA,PG-13,Color,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,5.2
The Passion of the Christ ,2004,Mel Gibson,Drama,120,30000000,499263,Aramaic,USA,R,Color,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,2814,7.1
Scooby-Doo 2: Monsters Unleashed ,2004,Raja Gosnell,Adventure|Comedy|Family|Fantasy|Horror|Mystery,93,80000000,84185387,English,USA,PG,Color,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,4.9
Finding Neverland ,2004,Marc Forster,Biography|Drama|Family,101,25000000,51676606,English,USA,PG,Color,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,7.8
Anchorman: The Legend of Ron Burgundy ,2004,Adam McKay,Comedy,98,26000000,84136909,English,USA,PG-13,Color,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,7.2
Anacondas: The Hunt for the Blood Orchid ,2004,Dwight H. Little,Action|Adventure|Horror|Thriller,97,25000000,31526393,English,USA,PG-13,Color,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,144,4.6
EuroTrip ,2004,Jeff Schaffer,Comedy,93,25000000,17718223,English,USA,R,Color,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,6.6
The Girl Next Door ,2004,Luke Greenfield,Comedy|Drama|Romance,110,25000000,14589444,English,USA,R,Color,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,6.8
Win a Date with Tad Hamilton! ,2004,Robert Luketic,Comedy|Romance,95,24000000,16964743,English,USA,PG-13,Color,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,5.6
Beyond the Sea ,2004,Kevin Spacey,Biography|Drama|Music|Musical,118,23000000,6144806,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,248,6.7
The Bridge of San Luis Rey ,2004,Mary McGuckian,Drama|Romance,120,24000000,42880,English,UK,PG,Color,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,50,5.1
Howl's Moving Castle ,2004,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,119,24000000,4710455,Japanese,Japan,PG,Color,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,330,8.2
Vanity Fair ,2004,Mira Nair,Drama,141,23000000,16123851,English,USA,PG-13,Color,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,148,6.2
I Heart Huckabees ,2004,David O. Russell,Comedy,107,22000000,12784713,English,USA,R,Color,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,381,6.7
White Chicks ,2004,Keenen Ivory Wayans,Comedy|Crime,109,37000000,69148997,English,USA,PG-13,Color,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251,5.4
Team America: World Police ,2004,Trey Parker,Action|Comedy,98,30000000,32774834,English,USA,R,Color,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700,7.2
Eternal Sunshine of the Spotless Mind ,2004,Michel Gondry,Drama|Fantasy|Romance|Sci-Fi,108,20000000,34126138,English,USA,R,Color,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514,8.3
Kung Fu Hustle ,2004,Stephen Chow,Action|Comedy|Crime|Fantasy,99,20000000,17104669,Cantonese,Hong Kong,R,Color,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354,7.8
Paparazzi ,2004,Paul Abascal,Action|Crime|Drama|Thriller,84,20000000,15712072,English,USA,PG-13,Color,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138,5.8
Envy ,2004,Barry Levinson,Comedy,99,40000000,12181484,English,USA,PG-13,Color,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176,4.8
Superbabies: Baby Geniuses 2 ,2004,Bob Clark,Comedy|Family|Sci-Fi,88,20000000,9109322,English,Germany,PG,Color,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129,1.9
Connie and Carla ,2004,Michael Lembeck,Comedy|Crime|Music,108,20000000,8054280,English,USA,PG-13,Color,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117,6.3
Birth ,2004,Jonathan Glazer,Drama|Mystery|Romance|Thriller,100,20000000,5005883,English,USA,R,Color,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361,6.1
Steamboy ,2004,Katsuhiro Ôtomo,Action|Adventure|Animation|Family|Sci-Fi|Thriller,103,2127519898,410388,Japanese,Japan,PG-13,Color,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79,6.9
A Cinderella Story ,2004,Mark Rosman,Comedy|Family|Romance,95,20000000,51431160,English,USA,PG,Color,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,5.9
Barbershop 2: Back in Business ,2004,Kevin Rodney Sullivan,Comedy|Drama,106,18000000,64955956,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,5.7
Mean Girls ,2004,Mark Waters,Comedy,97,17000000,86049418,English,USA,PG-13,Color,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,7
Catch That Kid ,2004,Bart Freundlich,Comedy|Crime,91,18000000,16702864,English,USA,PG,Color,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49,5.2
Being Julia ,2004,István Szabó,Comedy|Drama|Romance,104,18000000,7739049,English,Canada,R,Color,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112,7.1
Hotel Rwanda ,2004,Terry George,Drama|History|War,121,17500000,23472900,English,UK,PG-13,Color,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,8.1
Sideways ,2004,Alexander Payne,Adventure|Comedy|Drama|Romance,126,12000000,71502303,English,USA,R,Color,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835,7.5
Soul Plane ,2004,Jessy Terrero,Comedy,92,16000000,13922211,English,USA,R,Color,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,4.4
Confessions of a Teenage Drama Queen ,2004,Sara Sugarman,Comedy|Family|Music|Romance,89,15000000,29302097,English,Germany,PG,Color,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,4.6
De-Lovely ,2004,Irwin Winkler,Biography|Drama|Music|Musical,125,20000000,13337299,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,6.6
Raise Your Voice ,2004,Sean McNamara,Family|Music|Romance,103,15000000,10411980,English,USA,PG,Color,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,5.9
District B13 ,2004,Pierre Morel,Action|Crime|Thriller,84,12000000,1197786,French,France,R,Color,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,157,7.2
Downfall ,2004,Oliver Hirschbiegel,Biography|Drama|History|War,178,13500000,5501940,German,Germany,R,Color,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,8.3
The Sea Inside ,2004,Alejandro Amenábar,Biography|Drama|Romance,125,10000000,2086345,Spanish,Spain,PG-13,Color,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,8.1
The Butterfly Effect ,2004,Eric Bress,Sci-Fi|Thriller,120,13000000,23947,English,USA,R,Color,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,7.7
Tae Guk Gi: The Brotherhood of War ,2004,Je-kyu Kang,Action|Drama|War,148,12800000,1110186,Korean,South Korea,R,Color,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,224,8.1
Johnson Family Vacation ,2004,Christopher Erskin,Comedy,97,12000000,31179516,English,USA,PG-13,Color,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,49,4.3
House of Flying Daggers ,2004,Yimou Zhang,Action|Adventure|Drama|Romance,119,100000000,11041228,Mandarin,China,PG-13,Color,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,420,7.6
2046,2004,Kar-Wai Wong,Drama|Romance|Sci-Fi,129,12000000,261481,Cantonese,Hong Kong,R, Black and White,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,210,7.5
Kinsey ,2004,Bill Condon,Biography|Drama,118,11000000,10214647,English,USA,R, Black and White,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204,7.1
Vera Drake ,2004,Mike Leigh,Crime|Drama,125,11000000,3753806,English,UK,R,Color,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,165,7.7
The Grudge ,2004,Takashi Shimizu,Horror|Mystery|Thriller,98,10000000,110175871,English,USA,PG-13,Color,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,911,5.9
Sleepover ,2004,Joe Nussbaum,Comedy|Romance,89,10000000,8070311,English,USA,PG,Color,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75,5.3
Teacher's Pet ,2004,Timothy Björklund,Animation|Comedy|Family|Fantasy|Musical,74,10000000,6491350,English,USA,PG,Color,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26,5.8
Crash ,2004,Paul Haggis,Crime|Drama|Thriller,115,6500000,54557348,English,Germany,R,Color,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,1624,7.9
Imaginary Heroes ,2004,Dan Harris,Comedy|Drama,111,4000000,228524,English,USA,R,Color,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1,56,7.3
Eulogy ,2004,Michael Clancy,Comedy|Drama,85,6500000,70527,English,USA,R,Color,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,68,6.7
Harold & Kumar Go to White Castle ,2004,Danny Leiner,Adventure|Comedy,88,9000000,18225165,English,USA,R,Color,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,316,7.1
Club Dread ,2004,Jay Chandrasekhar,Comedy|Horror|Thriller,119,8550000,4992159,English,USA,R,Color,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,201,5.6
You Got Served ,2004,Chris Stokes,Drama|Music,95,8000000,40066497,English,USA,PG-13,Color,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,247,3.5
Dear Wendy ,2004,Thomas Vinterberg,Comedy|Crime|Drama|Romance,102,50000000,23106,English,Italy,Unrated,Color,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,58,6.6
The Work and the Glory ,2004,Russell Holt,Drama|Romance,118,7500000,3347439,English,USA,PG,Color,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,33,6.9
Bride & Prejudice ,2004,Gurinder Chadha,Comedy|Drama|Musical|Romance,122,7000000,6601079,English,UK,PG-13,Color,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,276,6.2
Layer Cake ,2004,Matthew Vaughn,Crime|Drama|Thriller,105,4000000,2338695,English,UK,R,Color,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,263,7.4
A Home at the End of the World ,2004,Michael Mayer,Drama|Romance,97,6500000,1029017,English,USA,R,Color,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,135,6.8
Fahrenheit 9/11 ,2004,Michael Moore,Documentary|Drama|War,122,6000000,119078393,English,USA,R,Color,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1416,7.5
The Chorus ,2004,Christophe Barratier,Drama|Music,97,5500000,3629758,French,France,PG-13,Color,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,110,7.9
Saint Ralph ,2004,Michael McGowan,Comedy|Drama|Sport,98,6000000,795126,English,Canada,PG-13,Color,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,52,7.6
Shaun of the Dead ,2004,Edgar Wright,Comedy|Horror,99,4000000,13464388,English,UK,R,Color,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,859,8
Saved! ,2004,Brian Dannelly,Comedy|Drama,92,5000000,8786715,English,USA,PG-13,Color,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,6.9
The Machinist ,2004,Brad Anderson,Drama|Thriller,94,5000000,1082044,English,Spain,R,Color,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,458,7.7
Fascination ,2004,Klaus Menzel,Mystery|Romance|Thriller,103,5000000,16066,English,Germany,R,Color,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,3.3
Night Watch ,2004,Timur Bekmambetov,Fantasy|Thriller,104,4200000,1487477,Russian,Russia,R,Color,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,310,6.5
D.E.B.S. ,2004,Angela Robinson,Action|Comedy|Romance,91,3500000,96793,English,USA,PG-13,Color,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,135,5.3
Maria Full of Grace ,2004,Joshua Marston,Crime|Drama,101,3000000,6517198,Spanish,Colombia,R,Color,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,172,7.5
Summer Storm ,2004,Marco Kreuzpaintner,Comedy|Drama|Romance|Sport,98,2700000,95016,German,Germany,R,Color,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,56,7.4
Garden State ,2004,Zach Braff,Comedy|Drama|Romance,102,2500000,26781723,English,USA,R,Color,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,978,7.6
Before Sunset ,2004,Richard Linklater,Drama|Romance,80,2700000,5792822,English,USA,R,Color,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,492,8
House of D ,2004,David Duchovny,Comedy|Drama,96,6000000,371081,English,USA,PG-13,Color,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,86,7
My Summer of Love ,2004,Pawel Pawlikowski,Drama|Romance,86,1700000,992238,English,UK,R,Color,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,103,6.8
Yes ,2004,Sally Potter,Drama|Romance,100,1000000,396035,English,UK,R,Color,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,48,6.9
The Holy Girl ,2004,Lucrecia Martel,Drama,106,1400000,304124,Spanish,Argentina,R,Color,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37,6.7
Incident at Loch Ness ,2004,Zak Penn,Adventure|Comedy|Horror,94,1400000,36830,English,UK,PG-13,Color,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,63,6.6
Saw ,2004,James Wan,Horror|Mystery|Thriller,103,1200000,55153403,English,USA,R,Color,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,7.7
Mean Creek ,2004,Jacob Aaron Estes,Crime|Drama,90,500000,603943,English,USA,R,Color,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,154,7.3
Napoleon Dynamite ,2004,Jared Hess,Comedy,92,400000,44540956,English,USA,PG,Color,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473,6.9
Fighting Tommy Riley ,2004,Eddie O'Flaherty,Drama|Sport,109,200000,5199,English,USA,R,Color,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,23,6.6
November ,2004,Greg Harrison,Drama|Mystery|Thriller,78,150000,191309,English,USA,R,Color,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,64,5.5
Short Cut to Nirvana: Kumbh Mela ,2004,Maurizio Benazzo,Documentary,85,200000,381225,English,USA,Unrated,Color,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,13,7.2
Super Size Me ,2004,Morgan Spurlock,Comedy|Documentary|Drama,100,65000,11529368,English,USA,PG,Color,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,404,7.3
Clean ,2004,Olivier Assayas,Drama|Music|Romance,110,4500,136007,French,France,R,Color,http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1,39,6.9
Primer ,2004,Shane Carruth,Drama|Sci-Fi|Thriller,77,7000,424760,English,USA,PG-13,Color,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,371,7
My Date with Drew ,2004,Jon Gunn,Documentary,90,1100,85222,English,USA,PG,Color,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,84,6.6
King Kong ,2005,Peter Jackson,Action|Adventure|Drama|Romance,201,207000000,218051260,English,New Zealand,PG-13,Color,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,7.2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005,Andrew Adamson,Adventure|Family|Fantasy,150,180000000,291709845,English,USA,PG,Color,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,6.9
Harry Potter and the Goblet of Fire ,2005,Mike Newell,Adventure|Family|Fantasy|Mystery,157,150000000,289994397,English,UK,PG-13,Color,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,7.6
Charlie and the Chocolate Factory ,2005,Tim Burton,Adventure|Comedy|Family|Fantasy,115,150000000,206456431,English,USA,PG,Color,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,6.7
Batman Begins ,2005,Christopher Nolan,Action|Adventure,128,150000000,205343774,English,USA,PG-13,Color,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,8.3
Fun with Dick and Jane ,2005,Dean Parisot,Comedy|Crime,90,100000000,110332737,English,USA,PG-13,Color,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258,6.1
Stealth ,2005,Rob Cohen,Action|Adventure|Sci-Fi|Thriller,121,135000000,31704416,English,USA,PG-13,Color,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,5
Sahara ,2005,Breck Eisner,Action|Adventure|Comedy|Thriller,124,130000000,68642452,English,UK,PG-13,Color,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463,6
War of the Worlds ,2005,Steven Spielberg,Adventure|Sci-Fi|Thriller,116,132000000,234277056,English,USA,PG-13,Color,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2741,6.5
Star Wars: Episode III - Revenge of the Sith ,2005,George Lucas,Action|Adventure|Fantasy|Sci-Fi,140,113000000,380262555,English,USA,PG-13,Color,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,3286,7.6
Mr. & Mrs. Smith ,2005,Doug Liman,Action|Comedy|Crime|Romance|Thriller,126,120000000,186336103,English,USA,PG-13,Color,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,798,6.5
Kingdom of Heaven ,2005,Ridley Scott,Action|Adventure|Drama|History|War,194,130000000,47396698,English,USA,R,Color,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,942,7.2
The Island ,2005,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,136,126000000,35799026,English,USA,PG-13,Color,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899,6.9
Son of the Mask ,2005,Lawrence Guterman,Comedy|Family|Fantasy,94,84000000,17010646,English,USA,PG,Color,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,239,2.2
The Interpreter ,2005,Sydney Pollack,Crime|Mystery|Thriller,128,80000000,72515360,Aboriginal,UK,PG-13,Color,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,411,6.4
Cinderella Man ,2005,Ron Howard,Biography|Drama|Sport,144,88000000,61644321,English,USA,PG-13,Color,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,529,8
Memoirs of a Geisha ,2005,Rob Marshall,Drama|Romance,145,85000000,57010853,English,USA,PG-13,Color,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,548,7.3
The Longest Yard ,2005,Peter Segal,Comedy|Crime|Sport,113,82000000,158115031,English,USA,PG-13,Color,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,316,6.4
Robots ,2005,Chris Wedge,Adventure|Animation|Comedy|Family|Sci-Fi,91,75000000,128200012,English,USA,PG,Color,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,269,6.3
The Legend of Zorro ,2005,Martin Campbell,Action|Adventure|Western,129,75000000,45356386,Spanish,USA,PG,Color,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,244,5.9
The Brothers Grimm ,2005,Terry Gilliam,Action|Adventure|Comedy|Fantasy|Thriller,118,88000000,37899638,English,USA,PG-13,Color,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,492,5.9
A Sound of Thunder ,2005,Peter Hyams,Action|Adventure|Horror|Sci-Fi|Thriller,102,52000000,1891821,English,UK,PG-13,Color,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,301,4.2
Madagascar ,2005,Eric Darnell,Adventure|Animation|Comedy|Family,86,75000000,193136719,English,USA,PG,Color,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,385,6.9
Be Cool ,2005,F. Gary Gray,Comedy|Crime|Music,118,53000000,55808744,English,USA,PG-13,Color,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,323,5.7
